2026-02-01 21:48:14,954 | PROCESS ENUMERATED | {'pid': 0, 'ppid': 0, 'name': 'System Idle Process', 'path': None}
2026-02-01 21:48:15,785 | PROCESS ENUMERATED | {'pid': 1560, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:15,804 | PROCESS ENUMERATED | {'pid': 1580, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:15,824 | PROCESS ENUMERATED | {'pid': 1588, 'ppid': 5108, 'name': 'powershell.exe', 'path': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe'}
2026-02-01 21:48:15,837 | PROCESS ENUMERATED | {'pid': 1596, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:15,855 | PROCESS ENUMERATED | {'pid': 1656, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:15,885 | PROCESS ENUMERATED | {'pid': 1724, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:15,903 | PROCESS ENUMERATED | {'pid': 1736, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:15,918 | PROCESS ENUMERATED | {'pid': 1748, 'ppid': 4920, 'name': 'ctfmon.exe', 'path': 'C:\\Windows\\System32\\ctfmon.exe'}
2026-02-01 21:48:15,937 | PROCESS ENUMERATED | {'pid': 1772, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:15,953 | PROCESS ENUMERATED | {'pid': 1808, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:15,976 | PROCESS ENUMERATED | {'pid': 1916, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,000 | PROCESS ENUMERATED | {'pid': 2056, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,015 | PROCESS ENUMERATED | {'pid': 2064, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,029 | PROCESS ENUMERATED | {'pid': 2072, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,048 | PROCESS ENUMERATED | {'pid': 2128, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,064 | PROCESS ENUMERATED | {'pid': 2140, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,076 | PROCESS ENUMERATED | {'pid': 2148, 'ppid': 5108, 'name': 'powershell.exe', 'path': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe'}
2026-02-01 21:48:16,086 | PROCESS ENUMERATED | {'pid': 2248, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,094 | PROCESS ENUMERATED | {'pid': 2260, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,107 | PROCESS ENUMERATED | {'pid': 2272, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,122 | PROCESS ENUMERATED | {'pid': 2308, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,137 | PROCESS ENUMERATED | {'pid': 2348, 'ppid': 688, 'name': 'MsMpEng.exe', 'path': 'C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.25110.6-0\\MsMpEng.exe'}
2026-02-01 21:48:16,150 | PROCESS ENUMERATED | {'pid': 2356, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,158 | PROCESS ENUMERATED | {'pid': 2384, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,184 | PROCESS ENUMERATED | {'pid': 2512, 'ppid': 688, 'name': 'spoolsv.exe', 'path': 'C:\\Windows\\System32\\spoolsv.exe'}
2026-02-01 21:48:16,201 | PROCESS ENUMERATED | {'pid': 2556, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,234 | PROCESS ENUMERATED | {'pid': 2580, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,253 | PROCESS ENUMERATED | {'pid': 2592, 'ppid': 824, 'name': 'WmiPrvSE.exe', 'path': 'C:\\Windows\\System32\\wbem\\WmiPrvSE.exe'}
2026-02-01 21:48:16,294 | PROCESS ENUMERATED | {'pid': 2612, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,324 | PROCESS ENUMERATED | {'pid': 2632, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,344 | PROCESS ENUMERATED | {'pid': 2696, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,357 | PROCESS ENUMERATED | {'pid': 2700, 'ppid': 5356, 'name': 'Copilot.exe', 'path': 'C:\\Program Files\\WindowsApps\\Microsoft.Copilot_1.25121.81.0_x64__8wekyb3d8bbwe\\Copilot.exe'}
2026-02-01 21:48:16,369 | PROCESS ENUMERATED | {'pid': 2708, 'ppid': 5236, 'name': 'msedgewebview2.exe', 'path': 'C:\\Program Files (x86)\\Microsoft\\EdgeWebView\\Application\\144.0.3719.93\\msedgewebview2.exe'}
2026-02-01 21:48:16,382 | PROCESS ENUMERATED | {'pid': 2740, 'ppid': 1456, 'name': 'Code.exe', 'path': 'C:\\Users\\parth\\AppData\\Local\\Programs\\Microsoft VS Code\\Code.exe'}
2026-02-01 21:48:16,393 | PROCESS ENUMERATED | {'pid': 2808, 'ppid': 5108, 'name': 'conhost.exe', 'path': 'C:\\Windows\\System32\\conhost.exe'}
2026-02-01 21:48:16,405 | PROCESS ENUMERATED | {'pid': 2884, 'ppid': 824, 'name': 'ApplicationFrameHost.exe', 'path': 'C:\\Windows\\System32\\ApplicationFrameHost.exe'}
2026-02-01 21:48:16,419 | PROCESS ENUMERATED | {'pid': 2972, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,431 | PROCESS ENUMERATED | {'pid': 2980, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,445 | PROCESS ENUMERATED | {'pid': 2992, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,480 | PROCESS ENUMERATED | {'pid': 3000, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,498 | PROCESS ENUMERATED | {'pid': 3008, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,519 | PROCESS ENUMERATED | {'pid': 3024, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,544 | PROCESS ENUMERATED | {'pid': 3032, 'ppid': 688, 'name': 'MpDefenderCoreService.exe', 'path': 'C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.25110.6-0\\MpDefenderCoreService.exe'}
2026-02-01 21:48:16,559 | PROCESS ENUMERATED | {'pid': 3064, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,583 | PROCESS ENUMERATED | {'pid': 3268, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,596 | PROCESS ENUMERATED | {'pid': 3300, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,607 | PROCESS ENUMERATED | {'pid': 3316, 'ppid': 9884, 'name': 'Code.exe', 'path': 'C:\\Users\\parth\\AppData\\Local\\Programs\\Microsoft VS Code\\Code.exe'}
2026-02-01 21:48:16,623 | PROCESS ENUMERATED | {'pid': 3640, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,637 | PROCESS ENUMERATED | {'pid': 3684, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,653 | PROCESS ENUMERATED | {'pid': 3704, 'ppid': 824, 'name': 'dllhost.exe', 'path': 'C:\\Windows\\System32\\dllhost.exe'}
2026-02-01 21:48:16,673 | PROCESS ENUMERATED | {'pid': 3808, 'ppid': 824, 'name': 'dllhost.exe', 'path': 'C:\\Windows\\System32\\dllhost.exe'}
2026-02-01 21:48:16,686 | PROCESS ENUMERATED | {'pid': 3900, 'ppid': 3684, 'name': 'dasHost.exe', 'path': 'C:\\Windows\\System32\\dasHost.exe'}
2026-02-01 21:48:16,701 | PROCESS ENUMERATED | {'pid': 3932, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,712 | PROCESS ENUMERATED | {'pid': 3944, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,720 | PROCESS ENUMERATED | {'pid': 4044, 'ppid': 5108, 'name': 'conhost.exe', 'path': 'C:\\Windows\\System32\\conhost.exe'}
2026-02-01 21:48:16,738 | PROCESS ENUMERATED | {'pid': 4072, 'ppid': 688, 'name': 'SearchIndexer.exe', 'path': 'C:\\Windows\\System32\\SearchIndexer.exe'}
2026-02-01 21:48:16,749 | PROCESS ENUMERATED | {'pid': 4100, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,757 | PROCESS ENUMERATED | {'pid': 4264, 'ppid': 2056, 'name': 'sihost.exe', 'path': 'C:\\Windows\\System32\\sihost.exe'}
2026-02-01 21:48:16,762 | PROCESS ENUMERATED | {'pid': 4296, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,771 | PROCESS ENUMERATED | {'pid': 4372, 'ppid': 2980, 'name': 'AggregatorHost.exe', 'path': 'C:\\Windows\\System32\\AggregatorHost.exe'}
2026-02-01 21:48:16,784 | PROCESS ENUMERATED | {'pid': 4428, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,795 | PROCESS ENUMERATED | {'pid': 4584, 'ppid': 1656, 'name': 'MicrosoftEdgeUpdate.exe', 'path': 'C:\\Program Files (x86)\\Microsoft\\EdgeUpdate\\MicrosoftEdgeUpdate.exe'}
2026-02-01 21:48:16,800 | PROCESS ENUMERATED | {'pid': 4592, 'ppid': 1656, 'name': 'taskhostw.exe', 'path': 'C:\\Windows\\System32\\taskhostw.exe'}
2026-02-01 21:48:16,811 | PROCESS ENUMERATED | {'pid': 4608, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,816 | PROCESS ENUMERATED | {'pid': 4692, 'ppid': 5812, 'name': 'conhost.exe', 'path': 'C:\\Windows\\System32\\conhost.exe'}
2026-02-01 21:48:16,831 | PROCESS ENUMERATED | {'pid': 4712, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,842 | PROCESS ENUMERATED | {'pid': 4856, 'ppid': 688, 'name': 'NisSrv.exe', 'path': 'C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.25110.6-0\\NisSrv.exe'}
2026-02-01 21:48:16,856 | PROCESS ENUMERATED | {'pid': 4920, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,862 | PROCESS ENUMERATED | {'pid': 4964, 'ppid': 5108, 'name': 'conhost.exe', 'path': 'C:\\Windows\\System32\\conhost.exe'}
2026-02-01 21:48:16,872 | PROCESS ENUMERATED | {'pid': 4988, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,883 | PROCESS ENUMERATED | {'pid': 5104, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,889 | PROCESS ENUMERATED | {'pid': 5108, 'ppid': 1456, 'name': 'Code.exe', 'path': 'C:\\Users\\parth\\AppData\\Local\\Programs\\Microsoft VS Code\\Code.exe'}
2026-02-01 21:48:16,902 | PROCESS ENUMERATED | {'pid': 5116, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,909 | PROCESS ENUMERATED | {'pid': 5236, 'ppid': 9844, 'name': 'msedgewebview2.exe', 'path': 'C:\\Program Files (x86)\\Microsoft\\EdgeWebView\\Application\\144.0.3719.93\\msedgewebview2.exe'}
2026-02-01 21:48:16,924 | PROCESS ENUMERATED | {'pid': 5284, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,932 | PROCESS ENUMERATED | {'pid': 5356, 'ppid': 5332, 'name': 'explorer.exe', 'path': 'C:\\Windows\\explorer.exe'}
2026-02-01 21:48:16,937 | PROCESS ENUMERATED | {'pid': 5544, 'ppid': 824, 'name': 'RuntimeBroker.exe', 'path': 'C:\\Windows\\System32\\RuntimeBroker.exe'}
2026-02-01 21:48:16,947 | PROCESS ENUMERATED | {'pid': 5632, 'ppid': 1456, 'name': 'Code.exe', 'path': 'C:\\Users\\parth\\AppData\\Local\\Programs\\Microsoft VS Code\\Code.exe'}
2026-02-01 21:48:16,955 | PROCESS ENUMERATED | {'pid': 5648, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,966 | PROCESS ENUMERATED | {'pid': 5800, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:16,971 | PROCESS ENUMERATED | {'pid': 5812, 'ppid': 9884, 'name': 'pet.exe', 'path': 'C:\\Users\\parth\\.vscode\\extensions\\ms-python.python-2026.0.0-win32-x64\\python-env-tools\\bin\\pet.exe'}
2026-02-01 21:48:16,984 | PROCESS ENUMERATED | {'pid': 6068, 'ppid': 824, 'name': 'StartMenuExperienceHost.exe', 'path': 'C:\\Windows\\SystemApps\\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\\StartMenuExperienceHost.exe'}
2026-02-01 21:48:16,997 | PROCESS ENUMERATED | {'pid': 6204, 'ppid': 824, 'name': 'SearchApp.exe', 'path': 'C:\\Windows\\SystemApps\\Microsoft.Windows.Search_cw5n1h2txyewy\\SearchApp.exe'}
2026-02-01 21:48:17,004 | PROCESS ENUMERATED | {'pid': 6372, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:17,023 | PROCESS ENUMERATED | {'pid': 6400, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:17,028 | PROCESS ENUMERATED | {'pid': 6460, 'ppid': 824, 'name': 'RuntimeBroker.exe', 'path': 'C:\\Windows\\System32\\RuntimeBroker.exe'}
2026-02-01 21:48:17,039 | PROCESS ENUMERATED | {'pid': 6516, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:17,050 | PROCESS ENUMERATED | {'pid': 6668, 'ppid': 10000, 'name': 'python.exe', 'path': 'C:\\Windows_Service_Process_Monitoring_Agent\\venv\\Scripts\\python.exe'}
2026-02-01 21:48:17,060 | PROCESS ENUMERATED | {'pid': 6768, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:17,066 | PROCESS ENUMERATED | {'pid': 6852, 'ppid': 1456, 'name': 'Code.exe', 'path': 'C:\\Users\\parth\\AppData\\Local\\Programs\\Microsoft VS Code\\Code.exe'}
2026-02-01 21:48:17,076 | PROCESS ENUMERATED | {'pid': 7272, 'ppid': 824, 'name': 'RuntimeBroker.exe', 'path': 'C:\\Windows\\System32\\RuntimeBroker.exe'}
2026-02-01 21:48:17,082 | PROCESS ENUMERATED | {'pid': 7304, 'ppid': 6668, 'name': 'python.exe', 'path': 'C:\\Users\\parth\\AppData\\Local\\Python\\pythoncore-3.14-64\\python.exe'}
2026-02-01 21:48:17,094 | PROCESS ENUMERATED | {'pid': 7384, 'ppid': 824, 'name': 'TextInputHost.exe', 'path': 'C:\\Windows\\SystemApps\\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\\TextInputHost.exe'}
2026-02-01 21:48:17,111 | PROCESS ENUMERATED | {'pid': 7408, 'ppid': 9884, 'name': 'python.exe', 'path': 'C:\\Windows_Service_Process_Monitoring_Agent\\venv\\Scripts\\python.exe'}
2026-02-01 21:48:17,125 | PROCESS ENUMERATED | {'pid': 7524, 'ppid': 5236, 'name': 'msedgewebview2.exe', 'path': 'C:\\Program Files (x86)\\Microsoft\\EdgeWebView\\Application\\144.0.3719.93\\msedgewebview2.exe'}
2026-02-01 21:48:17,133 | PROCESS ENUMERATED | {'pid': 7632, 'ppid': 5236, 'name': 'msedgewebview2.exe', 'path': 'C:\\Program Files (x86)\\Microsoft\\EdgeWebView\\Application\\144.0.3719.93\\msedgewebview2.exe'}
2026-02-01 21:48:17,147 | PROCESS ENUMERATED | {'pid': 8012, 'ppid': 5356, 'name': 'SecurityHealthSystray.exe', 'path': 'C:\\Windows\\System32\\SecurityHealthSystray.exe'}
2026-02-01 21:48:17,157 | PROCESS ENUMERATED | {'pid': 8052, 'ppid': 688, 'name': 'SecurityHealthService.exe', 'path': 'C:\\Windows\\System32\\SecurityHealthService.exe'}
2026-02-01 21:48:17,166 | PROCESS ENUMERATED | {'pid': 8340, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:17,176 | PROCESS ENUMERATED | {'pid': 8524, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:17,186 | PROCESS ENUMERATED | {'pid': 8536, 'ppid': 824, 'name': 'RuntimeBroker.exe', 'path': 'C:\\Windows\\System32\\RuntimeBroker.exe'}
2026-02-01 21:48:17,192 | PROCESS ENUMERATED | {'pid': 8540, 'ppid': 1456, 'name': 'Code.exe', 'path': 'C:\\Users\\parth\\AppData\\Local\\Programs\\Microsoft VS Code\\Code.exe'}
2026-02-01 21:48:17,202 | PROCESS ENUMERATED | {'pid': 8780, 'ppid': 7408, 'name': 'python.exe', 'path': 'C:\\Users\\parth\\AppData\\Local\\Python\\pythoncore-3.14-64\\python.exe'}
2026-02-01 21:48:17,210 | PROCESS ENUMERATED | {'pid': 8984, 'ppid': 1456, 'name': 'Code.exe', 'path': 'C:\\Users\\parth\\AppData\\Local\\Programs\\Microsoft VS Code\\Code.exe'}
2026-02-01 21:48:17,216 | PROCESS ENUMERATED | {'pid': 9044, 'ppid': 5108, 'name': 'powershell.exe', 'path': 'C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe'}
2026-02-01 21:48:17,220 | PROCESS ENUMERATED | {'pid': 9392, 'ppid': 7408, 'name': 'conhost.exe', 'path': 'C:\\Windows\\System32\\conhost.exe'}
2026-02-01 21:48:17,229 | PROCESS ENUMERATED | {'pid': 9476, 'ppid': 824, 'name': 'FileCoAuth.exe', 'path': 'C:\\Users\\parth\\AppData\\Local\\Microsoft\\OneDrive\\25.243.1211.0001\\FileCoAuth.exe'}
2026-02-01 21:48:17,234 | PROCESS ENUMERATED | {'pid': 9508, 'ppid': 824, 'name': 'UserOOBEBroker.exe', 'path': 'C:\\Windows\\System32\\oobe\\UserOOBEBroker.exe'}
2026-02-01 21:48:17,248 | PROCESS ENUMERATED | {'pid': 9548, 'ppid': 688, 'name': 'svchost.exe', 'path': 'C:\\Windows\\System32\\svchost.exe'}
2026-02-01 21:48:17,262 | PROCESS ENUMERATED | {'pid': 9572, 'ppid': 824, 'name': 'SystemSettings.exe', 'path': 'C:\\Windows\\ImmersiveControlPanel\\SystemSettings.exe'}
